CLTS_NAME	BIPA_GRAPHEME	CV_CLASS	PROSODY_CLASS	SCA_CLASS	DOLGOPOLSKY_CLASS	ASJP_CLASS	COLOR_CLASS
voiced bilabial plosive consonant	b	C	1	P	P	b	#c8c864
voiced labiodental affricate consonant	bv	C	2	B	P	b	#c8c864
aspirated breathy-voiced bilabial plosive consonant	bʰ	C	1	P	P	b	#c8c864
aspirated long voiced bilabial plosive consonant	bːʰ	C	1	P	P	b	#c8c864
breathy-voiced bilabial plosive consonant	b̤	C	1	P	P	b	#c8c864
palatalized voiced bilabial plosive consonant	bʲ	C	1	P	P	b	#c8c864
labialized voiced bilabial plosive consonant	bʷ	C	1	P	P	b	#c8c864
long voiced bilabial plosive consonant	bː	C	1	P	P	b	#c8c864
long breathy-voiced bilabial plosive consonant	bːʱ	C	1	P	P	b	#c8c864
velarized voiced bilabial plosive consonant	bˠ	C	1	P	P	b	#c8c864
unreleased voiced bilabial plosive consonant	b̡	C	1	P	P	b	#c8c864
devoiced bilabial plosive consonant	b̥	C	1	P	P	b	#c8c864
aspirated devoiced bilabial plosive consonant	b̥ʰ	C	1	P	P	b	#c8c864
voiced bilabial affricate consonant	bβ	C	1	P	P	b	#c8c864
with-nasal-release voiced bilabial plosive consonant	bⁿ	C	1	P	P	b	#c8c864
voiceless palatal plosive consonant	c	C	1	C	K	T	#c89664
voiceless palatal affricate consonant	cç	C	1	C	K	T	#c89664
aspirated voiceless palatal plosive consonant	cʰ	C	1	C	K	T	#c89664
voiceless palatal ejective-plosive consonant	cʼ	C	1	C	K	T	#c89664
long voiceless palatal plosive consonant	cː	C	1	C	K	T	#c89664
voiced alveolar plosive consonant	d	C	1	T	T	d	#9664c8
voiced alveolar affricate consonant	dz	C	2	C	K	j	#c89664
voiced dental non-sibilant_affricate consonant	dð	C	1	T	T	d	#9664c8
voiced alveolar lateral-affricate consonant	dɮ	C	1	T	T	d	#9664c8
voiced alveolo-palatal affricate consonant	dʑ	C	2	C	K	j	#c89664
voiced postalveolar affricate consonant	dʒ	C	1	T	T	d	#9664c8
palatalized voiced postalveolar affricate consonant	dʒʲ	C	1	T	T	d	#9664c8
aspirated voiced alveolar plosive consonant	dʰ	C	1	T	T	d	#9664c8
aspirated long voiced alveolar plosive consonant	dːʰ	C	1	T	T	d	#9664c8
breathy-voiced alveolar plosive consonant	d̤	C	1	T	T	d	#9664c8
palatalized voiced alveolar plosive consonant	dʲ	C	1	T	T	d	#9664c8
long voiced alveolar plosive consonant	dː	C	1	T	T	d	#9664c8
long voiced alveolar affricate consonant	dːz	C	1	T	T	d	#9664c8
long voiced alveolo-palatal affricate consonant	dːʑ	C	1	T	T	d	#9664c8
long voiced postalveolar affricate consonant	dːʒ	C	1	T	T	d	#9664c8
long breathy-voiced alveolar plosive consonant	d̤ː	C	1	T	T	d	#9664c8
pharyngealized voiced alveolar plosive consonant	dˤ	C	1	T	T	d	#9664c8
voiced postalveolar plosive consonant	d̠	C	1	T	T	d	#9664c8
breathy-voiced postalveolar affricate consonant	d̤ʒ	C	1	T	T	d	#9664c8
unreleased devoiced alveolar plosive consonant	d̥̚	C	1	T	T	d	#9664c8
with-nasal-release devoiced alveolar plosive consonant	d̥ⁿ	C	1	T	T	d	#9664c8
voiced dental plosive consonant	d̪	C	1	T	T	d	#9664c8
breathy-voiced dental plosive consonant	d̪̈	C	1	T	T	d	#9664c8
velarized voiced dental plosive consonant	d̪ˠ	C	1	T	T	d	#9664c8
unreleased voiced dental plosive consonant	d̪̚	C	1	T	T	d	#9664c8
creaky-voiced alveolar plosive consonant	d̰	C	1	T	T	d	#9664c8
voiced lamino-dental plosive consonant	d̻	C	1	T	T	d	#9664c8
with-nasal-release voiced alveolar plosive consonant	dⁿ	C	1	T	T	d	#9664c8
voiceless labiodental fricative consonant	f	C	3	B	P	f	#c8c864
aspirated voiceless labiodental fricative consonant	fʰ	C	3	B	P	f	#c8c864
palatalized voiceless labiodental fricative consonant	fʲ	C	3	B	P	f	#c8c864
voiceless labiodental ejective-fricative consonant	fʼ	C	3	B	P	f	#c8c864
long voiceless labiodental fricative consonant	fː	C	3	B	P	f	#c8c864
velarized voiceless labiodental fricative consonant	fˠ	C	3	B	P	f	#c8c864
voiced velar plosive consonant	g	C	1	K	K	g	#c89664
voiced velar affricate consonant	gɣ	C	1	K	K	g	#c89664
breathy-voiced velar plosive consonant	g̈	C	1	K	K	g	#c89664
palatalized voiceless velare plosive consonant	gʲ	C	1	K	K	g	#c89664
labialized voiced velar plosive consonant	gʷ	C	1	K	K	g	#c89664
long voiced velar plosive consonant	gː	C	1	K	K	g	#c89664
devoiced velar plosive consonant	g̊	C	1	K	K	g	#c89664
aspirated devoiced velar plosive consonant	g̊ʰ	C	1	K	K	g	#c89664
voiceless glottal fricative consonant	h	C	3	H	H	h	#96c864
nasalized voiceless glottal fricative consonant	h̃	C	3	H	H	h	#96c864
voiced palatal approximant consonant	j	C	6	J	J	y	#64c864
long voiced palatal approximant consonant	jː	C	6	J	J	y	#64c864
nasalized voiced palatal approximant consonant	j̃	C	6	J	J	y	#64c864
voiceless velar plosive consonant	k	C	1	K	K	k	#c89664
voiceless velar affricate consonant	kx	C	1	K	K	k	#c89664
aspirated voiceless velar plosive consonant	kʰ	C	1	K	K	k	#c89664
palatalized voiceless velar plosive consonant	kʲ	C	1	K	K	k	#c89664
labialized voiceless velar plosive consonant	kʷ	C	1	K	K	k	#c89664
labialized aspirated voiceless velar plosive consonant	kʷʰ	C	1	K	K	k	#c89664
labialized long voiceless velar plosive consonant	kʷː	C	1	K	K	k	#c89664
voiceless velar ejective-plosive consonant	kʼ	C	1	K	K	k	#c89664
labialized voiceless velar ejective-plosive consonant	kʼʷ	C	1	K	K	k	#c89664
long voiceless velar plosive consonant	kː	C	1	K	K	k	#c89664
unreleased voiceless velar plosive consonant	k̚	C	1	K	K	k	#c89664
voiceless velar lateral-affricate consonant	k	C	1	K	K	k	#c89664
voiceless velar lateral-ejective-affricate consonant	kʼ	C	1	K	K	k	#c89664
voiced alveolar lateral-approximant consonant	l	C	5	L	R	l	#6464c8
palatalized voiced alveolar lateral-approximant consonant	lʲ	C	5	L	R	l	#6464c8
long voiced alveolar lateral-approximant consonant	lː	C	5	L	R	l	#6464c8
devoiced alveolar lateral-approximant consonant	l̥	C	5	L	R	l	#6464c8
syllabic voiced alveolar lateral-approximant consonant	l̩	V	5	L	R	l	#6464c8
voiced dental lateral-approximant consonant	l̪	C	5	L	R	l	#6464c8
voiced lamino-alveolar lateral-approximant consonant	l̻	C	5	L	R	l	#6464c8
voiced bilabial nasal consonant	m	C	4	M	M	m	#64c896
aspirated voiced bilabial nasal consonant	mʰ	C	4	M	M	m	#64c896
palatalized voiced bilabial nasal consonant	mʲ	C	4	M	M	m	#64c896
labialized voiced bilabial nasal consonant	mʷ	C	4	M	M	m	#64c896
long voiced bilabial nasal consonant	mː	C	4	M	M	m	#64c896
velarized voiced bilabial nasal consonant	mˠ	C	4	M	M	m	#64c896
devoiced bilabial nasal consonant	m̥	C	4	M	M	m	#64c896
syllabic voiced bilabial nasal consonant	m̩	C	4	M	M	m	#64c896
voiced alveolar nasal consonant	n	C	4	N	N	n	#64c8c8
palatalized voiced alveolar nasal consonant	nʲ	C	4	N	N	n	#64c8c8
long voiced alveolar nasal consonant	nː	C	4	N	N	n	#64c8c8
pharyngealized voiced alveolar nasal consonant	nˤ	C	4	N	N	n	#64c8c8
syllabic voiced alveolar nasal consonant	n̩	C	4	N	N	n	#64c8c8
voiced dental nasal consonant	n̪	C	4	N	N	n	#64c8c8
velarized voiced dental nasal consonant	n̪ˠ	C	4	N	N	n	#64c8c8
creaky-voiced alveolar nasal consonant	n̰	C	4	N	N	n	#64c8c8
voiceless bilabial plosive consonant	p	C	1	P	P	p	#c8c864
voiceless labiodental affricate consonant	pf	C	2	B	P	p	#c8c864
voiceless labio-dental ejective-affricate consonant	pfʼ	C	1	P	P	p	#c8c864
voiceless alveolar ejective-affricate consonant	tsʼ	C	1	T	T	t	#9664c8
voiceless postalveolar ejective-affricate consonant	tʃʼ	C	1	T	T	t	#9664c8
voiceless dental ejective-affricate consonant	t̪s̪ʼ	C	1	T	T	t	#9664c8
voiceless bilabial affricate consonant	pɸ	C	1	P	P	p	#c8c864
aspirated voiceless bilabial plosive consonant	pʰ	C	1	P	P	p	#c8c864
palatalized aspirated voiceless bilabial plosive consonant	pʰʲ	C	1	P	P	p	#c8c864
palatalized voiceless bilabial plosive consonant	pʲ	C	1	P	P	p	#c8c864
labialized voiceless bilabial plosive consonant	pʷ	C	1	P	P	p	#c8c864
voiceless bilabial ejective-plosive consonant	pʼ	C	1	P	P	p	#c8c864
long voiceless bilabial plosive consonant	pː	C	1	P	P	p	#c8c864
velarized voiceless bilabial plosive consonant	pˠ	C	1	P	P	p	#c8c864
unreleased voiceless bilabial plosive consonant	p̚	C	1	P	P	p	#c8c864
voiceless uvular plosive consonant	q	C	1	K	K	q	#c89664
aspirated voiceless uvular plosive consonant	qʰ	C	1	K	K	q	#c89664
labialized voiceless uvular plosive consonant	qʷ	C	1	K	K	q	#c89664
labialized aspirated voiceless uvular plosive consonant	qʷʰ	C	1	K	K	q	#c89664
voiceless uvular ejective-plosive consonant	qʼ	C	1	K	K	q	#c89664
labialized voiceless uvular ejective-plosive consonant	qʼʷ	C	1	K	K	q	#c89664
unreleased voiceless uvular plosive consonant	q̚	C	1	K	K	q	#c89664
voiceless uvular affricate consonant	qχ	C	1	K	K	q	#c89664
voiced alveolar trill consonant	r	C	5	R	R	r	#6464c8
long voiced alveolar trill consonant	rː	C	5	R	R	r	#6464c8
pharyngealized voiced alveolar trill consonant	rˤ	C	5	R	R	r	#6464c8
devoiced alveolar trill consonant	r̥	C	5	R	R	r	#6464c8
syllabic voiced alveolar trill consonant	r̩	V	5	R	R	r	#6464c8
voiced dental trill consonant	r̪	C	5	R	R	r	#6464c8
voiced lamino-dental trill consonant	r̻	C	5	R	R	r	#6464c8
voiceless alveolar fricative consonant	s	C	3	S	S	s	#6496c8
palatalized voiceless alveolar fricative consonant	sʲ	C	3	S	S	s	#6496c8
voiceless alveolar ejective-fricative consonant	sʼ	C	3	S	S	s	#6496c8
long voiceless alveolar fricative consonant	sː	C	3	S	S	s	#6496c8
velarized voiceless alveolar fricative consonant	sˠ	C	3	S	S	s	#6496c8
syllabic voiceless alveolar fricative consonant	s̩	C	3	S	S	s	#6496c8
voiceless alveolar plosive consonant	t	C	1	T	T	t	#9664c8
voiceless alveolar affricate consonant	ts	C	2	C	K	C	#c89664
aspirated voiceless alveolar affricate consonant	tsʰ	C	2	C	K	C	#c89664
palatalized voiceless alveolar affricate consonant	tsʲ	C	1	T	T	t	#9664c8
voiceless alveolo-palatal affricate consonant	tɕ	C	2	C	K	C	#c89664
aspirated voiceless alveolo-palatal affricate consonant	tɕʰ	C	2	C	K	C	#c89664
voiceless alveolar lateral-affricate consonant	tɬ	C	1	T	T	t	#9664c8
aspirated voiceless alveolar lateral-affricate consonant	tɬʰ	C	1	T	T	t	#9664c8
voiceless alveolar lateral-ejective-affricate consonant	tɬ’	C	1	T	T	t	#9664c8
voiceless postalveolar affricate consonant	tʃ	C	1	T	T	t	#9664c8
aspirated voiceless postalveolar affricate consonant	tʃʰ	C	1	T	T	t	#9664c8
palatalized voiceless postalveolar affricate consonant	tʃʲ	C	1	T	T	t	#9664c8
aspirated voiceless alveolar plosive consonant	tʰ	C	1	T	T	t	#9664c8
palatalized aspirated voiceless alveolar plosive consonant	tʰʲ	C	1	T	T	t	#9664c8
palatalized voiceless alveolar plosive consonant	tʲ	C	1	T	T	t	#9664c8
labialized voiceless alveolar plosive consonant	tʷ	C	1	T	T	t	#9664c8
labialized aspirated voiceless alveolar plosive consonant	tʷʰ	C	1	T	T	t	#9664c8
voiceless alveolar ejective-plosive consonant	tʼ	C	1	T	T	t	#9664c8
long voiceless alveolar plosive consonant	tː	C	1	T	T	t	#9664c8
long voiceless alveolar affricate consonant	tːs	C	1	T	T	t	#9664c8
long voiceless alveolo-palatal affricate consonant	tːɕ	C	1	T	T	t	#9664c8
long voiceless postalveolar affricate consonant	tːʃ	C	1	T	T	t	#9664c8
pharyngealized voiceless alveolar plosive consonant	tˤ	C	1	T	T	t	#9664c8
unreleased voiceless alveolar plosive consonant	t̚	C	1	T	T	t	#9664c8
voiceless postalveolar plosive consonant	t̠	C	1	T	T	t	#9664c8
voiceless dental plosive consonant	t̪	C	1	T	T	t	#9664c8
aspirated voiceless dental plosive consonant	t̪ʰ	C	1	T	T	t	#9664c8
long voiceless dental plosive consonant	t̪ː	C	1	T	T	t	#9664c8
velarized voiceless dental plosive consonant	t̪ˠ	C	1	T	T	t	#9664c8
unreleased voiceless dental plosive consonant	t̪̚	C	1	T	T	t	#9664c8
voiceless dental non-sibilant_affricate consonant	t̪θ	C	1	T	T	t	#9664c8
voiceless lamino-dental plosive consonant	t̻	C	1	T	T	t	#9664c8
aspirated voiceless lamino-dental plosive consonant	t̻ʰ	C	1	T	T	t	#9664c8
voiceless alveolar non-sibilant_affricate consonant	tθ	C	1	T	T	t	#9664c8
with-nasal-release voiceless alveolar plosive consonant	tⁿ	C	1	T	T	t	#9664c8
voiced labiodental fricative consonant	v	C	3	B	W	v	#c864c8
palatalized voiced labiodental fricative consonant	vʲ	C	3	B	W	v	#c864c8
long voiced labiodental fricative consonant	vː	C	3	B	W	v	#c864c8
devoiced labiodental fricative consonant	v̥	C	3	B	W	v	#c864c8
syllabic voiced labiodental fricative consonant	v̩	C	3	B	W	v	#c864c8
voiced labialized-velar approximant consonant	w	C	6	W	W	w	#c864c8
long voiced labialized-velar approximant consonant	wː	C	6	W	W	w	#c864c8
velarized voiced labialized-velar approximant consonant	wˠ	C	6	W	W	w	#c864c8
nasalized voiced labialized-velar approximant consonant	w̃	C	6	W	W	w	#c864c8
voiceless velar fricative consonant	x	C	3	G	K	x	#c89664
labialized voiceless velar fricative consonant	xʷ	C	3	G	K	x	#c89664
voiceless velar ejective-fricative consonant	xʼ	C	3	G	K	x	#c89664
voiced alveolar fricative consonant	z	C	3	S	S	z	#6496c8
devoiced alveolar fricative consonant	z̥	C	3	S	S	z	#6496c8
syllabic voiced alveolar fricative consonant	z̩	C	3	S	S	z	#6496c8
voiceless palatal fricative consonant	ç	C	1	C	K	T	#c89664
voiced dental fricative consonant	ð	C	3	D	T	8	#9664c8
long voiced dental fricative consonant	ðː	C	3	D	T	8	#9664c8
voiced dental approximant consonant	ð̞	C	3	D	T	8	#9664c8
voiceless pharyngeal fricative consonant	ħ	C	3	H	H	G	#96c864
voiced velar nasal consonant	ŋ	C	4	N	N	N	#64c8c8
labialized voiced velar nasal consonant	ŋʷ	C	4	N	N	N	#64c8c8
long voiced velar nasal consonant	ŋː	C	4	N	N	N	#64c8c8
devoiced velar nasal consonant	ŋ̊	C	4	N	N	N	#64c8c8
syllabic voiced velar nasal consonant	ŋ̍	C	4	N	N	N	#64c8c8
voiced alveolo-palatal nasal consonant	ȵ	C	4	N	N	H	#64c8c8
devoiced alveolo-palatal nasal consonant	ȵ̊	C	4	N	N	H	#64c8c8
voiced bilabial implosive consonant	ɓ	C	1	P	P	b	#c8c864
palatalized voiced bilabial implosive consonant	ɓʲ	C	1	P	P	b	#c8c864
voiceless alveolo-palatal fricative consonant	ɕ	C	3	S	S	S	#6496c8
voiced retroflex plosive consonant	ɖ	C	1	T	T	d	#9664c8
voiced retroflex affricate consonant	ɖʐ	C	2	C	K	j	#c89664
breathy-voiced retroflex plosive consonant	ɖ̤	C	1	T	T	d	#9664c8
voiced dental implosive consonant	ɗ	C	1	T	T	d	#9664c8
voiced palatal plosive consonant	ɟ	C	1	C	K	C	#c89664
voiced palatal affricate consonant	ɟʝ	C	1	C	K	C	#c89664
voiced velar implosive consonant	ɠ	0	0	0	0	0	0
voiced uvular plosive consonant	ɢ	C	1	K	K	q	#c89664
voiced uvular affricate consonant	ɢʁ	C	1	K	K	q	#c89664
voiced velar fricative consonant	ɣ	C	3	G	K	x	#c89664
labialized voiced velar fricative consonant	ɣʷ	C	3	G	K	x	#c89664
devoiced velar fricative consonant	ɣ̊	C	3	G	K	x	#c89664
voiced labialized-palatal approximant consonant	ɥ	C	6	J	J	y	#64c864
voiced glottal fricative consonant	ɦ	C	3	H	H	h	#96c864
voiceless palatal-velar fricative consonant	ɧ	C	3	S	S	S	#6496c8
voiceless alveolar lateral-fricative consonant	ɬ	C	5	L	R	L	#6464c8
voiceless alveolar lateral-ejective-fricative consonant	ɬ’	C	5	L	R	L	#6464c8
voiced retroflex lateral-approximant consonant	ɭ	C	5	L	R	L	#6464c8
devoiced retroflex lateral-approximant consonant	ɭ̊	C	5	L	R	L	#6464c8
voiced alveolar lateral-fricative consonant	ɮ	C	5	L	R	L	#6464c8
voiced velar approximant consonant	ɰ	C	6	J	J	w	#64c864
voiced labiodental nasal consonant	ɱ	C	4	M	M	m	#64c896
devoiced labiodental nasal consonant	ɱ̊	C	4	M	M	m	#64c896
voiced palatal nasal consonant	ɲ	C	4	N	N	H	#64c8c8
long voiced palatal nasal consonant	ɲː	C	4	N	N	H	#64c8c8
devoiced palatal nasal consonant	ɲ̊	C	4	N	N	H	#64c8c8
syllabic voiced palatal nasal consonant	ɲ̍	C	4	N	N	H	#64c8c8
voiced retroflex nasal consonant	ɳ	C	4	N	N	n	#64c8c8
devoiced retroflex nasal consonant	ɳ̊	C	4	N	N	n	#64c8c8
syllabic voiced retroflex nasal consonant	ɳ̍	C	4	N	N	n	#64c8c8
voiced uvular nasal consonant	ɴ	C	4	N	N	N	#64c8c8
devoiced uvular nasal consonant	ɴ̥	C	4	N	N	N	#64c8c8
syllabic voiced uvular nasal consonant	ɴ̩	C	4	N	N	N	#64c8c8
voiceless bilabial fricative consonant	ɸ	C	3	B	P	f	#c8c864
voiced alveolar approximant consonant	ɹ	C	5	R	R	r	#6464c8
voiced postalveolar approximant consonant	ɹ̠	C	5	R	R	r	#6464c8
syllabic voiced alveolar approximant consonant	ɹ̩	C	5	R	R	r	#6464c8
voiced alveolar lateral-flap consonant	ɺ	C	5	R	R	r	#6464c8
voiced retroflex approximant consonant	ɻ	C	5	R	R	L	#6464c8
voiced retroflex flap consonant	ɽ	C	5	R	R	r	#6464c8
breathy-voiced retroflex flap consonant	ɽ̈	C	5	R	R	r	#6464c8
devoiced alveolar tap consonant	ɾ	C	5	R	R	r	#6464c8
voiced uvular trill consonant	ʀ	C	5	R	R	r	#6464c8
devoiced uvular trill consonant	ʀ̥	C	5	R	R	r	#6464c8
voiced uvular fricative consonant	ʁ	C	5	R	R	G	#6464c8
voiced uvular approximant consonant	ʁ̞	C	5	R	R	G	#6464c8
devoiced uvular fricative consonant	ʁ̥	C	5	R	R	G	#6464c8
voiceless retroflex fricative consonant	ʂ	C	3	S	S	S	#6496c8
voiceless postalveolar fricative consonant	ʃ	C	3	S	S	S	#6496c8
voiceless postalveolar ejective-fricative consonant	ʃʼ	C	3	S	S	S	#6496c8
voiced palatal implosive consonant	ʄ	C	2	C	K	C	#c89664
voiceless retroflex plosive consonant	ʈ	C	1	T	T	t	#9664c8
voiceless retroflex affricate consonant	ʈʂ	C	2	C	K	C	#c89664
aspirated voiceless retroflex affricate consonant	ʈʂʰ	C	2	C	K	C	#c89664
aspirated voiceless retroflex plosive consonant	ʈʰ	C	1	T	T	t	#9664c8
long voiced retroflex affricate consonant	ʈːʂ	C	1	T	T	t	#9664c8
voiced labiodental approximant consonant	ʋ	C	6	W	W	w	#c864c8
voiceless labiovelar fricative consonant	ʍ	C	6	M	M	w	#64c896
voiced retroflex fricative consonant	ʐ	C	3	S	S	Z	#6496c8
voiced alveolo-palatal fricative consonant	ʑ	C	3	S	S	Z	#6496c8
voiced postalveolar fricative consonant	ʒ	C	3	S	S	Z	#6496c8
devoiced postalveolar fricative consonant	ʒ̊	C	3	S	S	Z	#6496c8
syllabic voiced postalveolar fricative consonant	ʒ̍	C	3	S	S	Z	#6496c8
voiceless glottal plosive consonant	ʔ	C	1	H	H	7	#96c864
voiceless glottal affricate consonant	ʔh	C	1	H	H	7	#96c864
palatalized voiceless glottal plosive consonant	ʔʲ	C	1	H	H	7	#96c864
labialized voiceless glottal plosive consonant	ʔʷ	C	1	H	H	7	#96c864
voiced pharyngeal fricative consonant	ʕ	C	1	H	H	G	#96c864
voiced bilabial trill consonant	ʙ	C	3	B	W	b	#c864c8
devoiced bilabial trill consonant	ʙ̥	C	3	B	W	b	#c864c8
syllabic voiced bilabial trill consonant	ʙ̩	C	3	B	W	b	#c864c8
voiced uvular implosive consonant	ʛ	0	0	0	0	0	0
voiceless uvular implosive consonant	ʛ̥	0	0	0	0	0	0
voiceless epiglottal fricative consonant	ʜ	0	0	0	0	0	0
voiced palatal fricative consonant	ʝ	C	3	S	S	S	#6496c8
voiced velar lateral-approximant consonant	ʟ	C	5	L	R	L	#6464c8
devoiced velar lateral-approximant consonant	ʟ̥	C	5	L	R	L	#6464c8
voiceless epiglottal plosive consonant	ʡ	C	1	H	H	G	#96c864
voiced epiglottal fricative consonant	ʢ	0	0	0	0	0	0
pre-aspirated voiceless velar plosive consonant	ʰk	C	1	K	K	k	#c89664
pre-aspirated voiceless bilabial plosive consonant	ʰp	C	1	P	P	p	#c8c864
pre-aspirated voiceless alveolar plosive consonant	ʰt	C	1	T	T	t	#9664c8
pre-aspirated aspirated voiceless alveolar plosive consonant	ʰtʰ	C	1	T	T	t	#9664c8
voiced bilabial fricative consonant	β	C	3	B	P	b	#c8c864
labialized voiced bilabial fricative consonant	βʷ	C	3	B	P	b	#c8c864
voiced bilabial approximant consonant	β̞	C	3	B	P	b	#c8c864
voiceless dental fricative consonant	θ	C	3	D	T	8	#9664c8
long voiceless dental fricative consonant	θː	C	3	D	T	8	#9664c8
voiced palatal lateral-approximant consonant	λ	0	0	0	0	0	0
devoiced palatal lateral-approximant consonant	λ̥	0	0	0	0	0	0
voiceless uvular fricative consonant	χ	C	3	G	K	G	#c89664
labialized voiceless uvular fricative consonant	χʷ	C	3	G	K	G	#c89664
voiceless uvular ejective-fricative consonant	χʼ	C	3	G	K	G	#c89664
pre-nasalized voiced bilabial plosive consonant	ⁿb	C	1	P	P	b	#c8c864
pre-nasalized voiced alveolar plosive consonant	ⁿd	C	1	T	T	d	#9664c8
pre-nasalized voiced postalveolar affricate consonant	ⁿdʒ	C	1	T	T	d	#9664c8
pre-nasalized voiced velar plosive consonant	ⁿg	C	1	K	K	g	#c89664
pre-nasalized voiceless velar plosive consonant	ⁿk	C	1	K	K	k	#c89664
pre-nasalized labialized voiceless velar plosive consonant	ⁿkʷ	C	1	K	K	k	#c89664
pre-nasalized voiceless bilabial plosive consonant	ⁿp	C	1	P	P	p	#c8c864
pre-nasalized voiceless alveolar plosive consonant	ⁿt	C	1	T	T	t	#9664c8
pre-nasalized voiceless postalveolar affricate consonant	ⁿtʃ	C	1	T	T	t	#9664c8
pre-nasalized voiced palatal plosive consonant	ⁿɟ	C	1	C	K	C	#c89664
devoiced dental fricative consonant	z̪̥	C	3	S	S	z	#6496c8
pre-nasalized voiced dental plosive consonant	ⁿd̪	C	1	T	T	d	#9664c8
palatalized voiceless dental fricative consonant	s̪ʲ	C	3	S	S	s	#6496c8
aspirated voiceless dental lateral-affricate consonant	t̪ɬ̪ʰ	C	1	T	T	t	#9664c8
aspirated voiceless dental affricate consonant	t̪s̪ʰ	C	1	T	T	t	#9664c8
palatalized voiced dental lateral-approximant consonant	l̪ʲ	C	5	L	R	l	#6464c8
long voiceless dental affricate consonant	t̪ːs̪	C	1	T	T	t	#9664c8
voiceless dental affricate consonant	t̪s̪	C	1	T	T	t	#9664c8
voiceless dental lateral-ejective-fricative consonant	ɬ̪’	C	5	L	R	L	#6464c8
pharyngealized voiced dental trill consonant	r̪ˤ	C	5	R	R	r	#6464c8
long breathy-voiced dental plosive consonant	d̪̤ː	C	1	T	T	d	#9664c8
pre-nasalized voiceless dental plosive consonant	ⁿt̪	C	1	T	T	t	#9664c8
long voiced dental lateral-approximant consonant	l̪ː	C	5	L	R	l	#6464c8
voiceless dental lateral-ejective-affricate consonant	t̪ɬ̪’	C	1	T	T	t	#9664c8
devoiced dental lateral-approximant consonant	l̪̥	C	5	L	R	l	#6464c8
creaky-voiced dental plosive consonant	d̪̰	C	1	T	T	d	#9664c8
voiced dental lateral-affricate consonant	d̪ɮ	C	1	T	T	d	#9664c8
voiceless dental ejective-plosive consonant	t̪ʼ	C	1	T	T	t	#9664c8
pre-aspirated voiceless dental plosive consonant	ʰt̪	C	1	T	T	t	#9664c8
long voiced dental trill consonant	r̪ː	C	5	R	R	r	#6464c8
pre-aspirated aspirated voiceless dental plosive consonant	ʰt̪ʰ	C	1	T	T	t	#9664c8
with-nasal-release voiced dental plosive consonant	d̪ⁿ	C	1	T	T	d	#9664c8
labialized aspirated voiceless dental plosive consonant	t̪ʷʰ	C	1	T	T	t	#9664c8
with-nasal-release devoiced dental plosive consonant	d̪̥ⁿ	C	1	T	T	d	#9664c8
long voiced dental plosive consonant	d̪ː	C	1	T	T	d	#9664c8
long voiced dental affricate consonant	d̪ːz̪	C	1	T	T	d	#9664c8
voiced dental affricate consonant	d̪z̪	C	1	T	T	d	#9664c8
pharyngealized voiced dental plosive consonant	d̪ˤ	C	1	T	T	d	#9664c8
unreleased devoiced dental plosive consonant	d̪̥̚	C	1	T	T	d	#9664c8
palatalized voiceless dental affricate consonant	t̪s̪ʲ	C	1	T	T	t	#9664c8
devoiced dental trill consonant	r̪̥	C	5	R	R	r	#6464c8
voiceless dental ejective-fricative consonant	s̪ʼ	C	3	S	S	s	#6496c8
palatalized voiceless dental plosive consonant	t̪ʲ	C	1	T	T	t	#9664c8
voiceless dental lateral-fricative consonant	ɬ̪	C	5	L	R	L	#6464c8
labialized voiceless dental plosive consonant	t̪ʷ	C	1	T	T	t	#9664c8
palatalized aspirated voiceless dental plosive consonant	t̪ʰʲ	C	1	T	T	t	#9664c8
pharyngealized voiceless dental plosive consonant	t̪ˤ	C	1	T	T	t	#9664c8
velarized voiceless dental fricative consonant	s̪ˠ	C	3	S	S	s	#6496c8
palatalized voiced dental plosive consonant	d̪ʲ	C	1	T	T	d	#9664c8
with-nasal-release voiceless dental plosive consonant	t̪ⁿ	C	1	T	T	t	#9664c8
voiceless dental lateral-affricate consonant	t̪ɬ̪	C	1	T	T	t	#9664c8
rounded close back vowel	u	V	7	Y	V	u	#c86464
unrounded close back vowel	ɯ	V	7	I	V	u	#c86464
rounded close-mid back vowel	o	V	7	U	V	o	#c86464
unrounded close-mid back vowel	ɤ	V	7	E	V	o	#c86464
rounded mid back vowel	o̞	V	7	U	V	o	#c86464
unrounded mid back vowel	ɤ̞	V	7	E	V	o	#c86464
rounded open back vowel	ɒ	V	7	O	V	o	#c86464
unrounded open back vowel	ɑ	V	7	A	V	o	#c86464
rounded open-mid back vowel	ɔ	V	7	U	V	o	#c86464
unrounded open-mid back vowel	ʌ	V	7	E	V	o	#c86464
rounded close central vowel	ʉ	V	7	Y	V	I	#c86464
unrounded close central vowel	ɨ	V	7	I	V	I	#c86464
rounded close-mid central vowel	ɵ	V	7	U	V	I	#c86464
unrounded close-mid central vowel	ɘ	V	7	E	V	I	#c86464
rounded mid central vowel	ɵ̞	V	7	U	V	I	#c86464
unrounded mid central vowel	ə	V	7	E	V	I	#c86464
rounded near-close central vowel	ʊ̈	V	7	Y	V	u	#c86464
unrounded near-close central vowel	ɪ̈	V	7	I	V	i	#c86464
unrounded nearly-open central vowel	ɐ	V	7	E	V	a	#c86464
rounded near-open central vowel	ɞ̞	V	7	U	V	u	#c86464
rounded open-mid central vowel	ɞ	V	7	U	V	u	#c86464
